objectid,filename,title,volume,creator,month/season,date,year,source,identifier,type,collection,format
ND_Daily_1923-05-25_V1-004,http://archives.nd.edu/Daily/ND_Daily_1923-05-25_V1-004.pdf,"Notre Dame Daily 1923-05-25 (Volume 1, Number 4)",Volume 1,University of Notre Dame Archives,,1923-05-25,1923,http://archives.nd.edu/Daily/ND_Daily_1923-05-25_V1-004.pdf,ND_Daily_1923-05-25_V1-004,Newspaper,Daily,application/pdf
ND_Daily_1923-05-26_V1-005,http://archives.nd.edu/Daily/ND_Daily_1923-05-26_V1-005.pdf,"Notre Dame Daily 1923-05-26 (Volume 1, Number 5)",Volume 1,University of Notre Dame Archives,,1923-05-26,1923,http://archives.nd.edu/Daily/ND_Daily_1923-05-26_V1-005.pdf,ND_Daily_1923-05-26_V1-005,Newspaper,Daily,application/pdf
ND_Daily_1923-05-27_V1-006,http://archives.nd.edu/Daily/ND_Daily_1923-05-27_V1-006.pdf,"Notre Dame Daily 1923-05-27 (Volume 1, Number 6)",Volume 1,University of Notre Dame Archives,,1923-05-27,1923,http://archives.nd.edu/Daily/ND_Daily_1923-05-27_V1-006.pdf,ND_Daily_1923-05-27_V1-006,Newspaper,Daily,application/pdf
ND_Daily_1923-05-29_V1-007,http://archives.nd.edu/Daily/ND_Daily_1923-05-29_V1-007.pdf,"Notre Dame Daily 1923-05-29 (Volume 1, Number 7)",Volume 1,University of Notre Dame Archives,,1923-05-29,1923,http://archives.nd.edu/Daily/ND_Daily_1923-05-29_V1-007.pdf,ND_Daily_1923-05-29_V1-007,Newspaper,Daily,application/pdf
ND_Daily_1923-05-30_V1-008,http://archives.nd.edu/Daily/ND_Daily_1923-05-30_V1-008.pdf,"Notre Dame Daily 1923-05-30 (Volume 1, Number 8)",Volume 1,University of Notre Dame Archives,,1923-05-30,1923,http://archives.nd.edu/Daily/ND_Daily_1923-05-30_V1-008.pdf,ND_Daily_1923-05-30_V1-008,Newspaper,Daily,application/pdf
ND_Daily_1923-06-01_V1-009,http://archives.nd.edu/Daily/ND_Daily_1923-06-01_V1-009.pdf,"Notre Dame Daily 1923-06-01 (Volume 1, Number 9)",Volume 1,University of Notre Dame Archives,,1923-06-01,1923,http://archives.nd.edu/Daily/ND_Daily_1923-06-01_V1-009.pdf,ND_Daily_1923-06-01_V1-009,Newspaper,Daily,application/pdf
ND_Daily_1923-06-02_V1-010,http://archives.nd.edu/Daily/ND_Daily_1923-06-02_V1-010.pdf,"Notre Dame Daily 1923-06-02 (Volume 1, Number 10)",Volume 1,University of Notre Dame Archives,,1923-06-02,1923,http://archives.nd.edu/Daily/ND_Daily_1923-06-02_V1-010.pdf,ND_Daily_1923-06-02_V1-010,Newspaper,Daily,application/pdf
ND_Daily_1923-06-03_V1-011,http://archives.nd.edu/Daily/ND_Daily_1923-06-03_V1-011.pdf,"Notre Dame Daily 1923-06-03 (Volume 1, Number 11)",Volume 1,University of Notre Dame Archives,,1923-06-03,1923,http://archives.nd.edu/Daily/ND_Daily_1923-06-03_V1-011.pdf,ND_Daily_1923-06-03_V1-011,Newspaper,Daily,application/pdf
ND_Daily_1923-06-05_V1-012,http://archives.nd.edu/Daily/ND_Daily_1923-06-05_V1-012.pdf,"Notre Dame Daily 1923-06-05 (Volume 1, Number 12)",Volume 1,University of Notre Dame Archives,,1923-06-05,1923,http://archives.nd.edu/Daily/ND_Daily_1923-06-05_V1-012.pdf,ND_Daily_1923-06-05_V1-012,Newspaper,Daily,application/pdf
ND_Daily_1923-06-06_V1-013,http://archives.nd.edu/Daily/ND_Daily_1923-06-06_V1-013.pdf,"Notre Dame Daily 1923-06-06 (Volume 1, Number 13)",Volume 1,University of Notre Dame Archives,,1923-06-06,1923,http://archives.nd.edu/Daily/ND_Daily_1923-06-06_V1-013.pdf,ND_Daily_1923-06-06_V1-013,Newspaper,Daily,application/pdf
ND_Daily_1923-09-23_V2-001,http://archives.nd.edu/Daily/ND_Daily_1923-09-23_V2-001.pdf,"Notre Dame Daily 1923-09-23 (Volume 2, Number 1)",Volume 2,University of Notre Dame Archives,,1923-09-23,1923,http://archives.nd.edu/Daily/ND_Daily_1923-09-23_V2-001.pdf,ND_Daily_1923-09-23_V2-001,Newspaper,Daily,application/pdf
ND_Daily_1923-09-25_V2-002,http://archives.nd.edu/Daily/ND_Daily_1923-09-25_V2-002.pdf,"Notre Dame Daily 1923-09-25 (Volume 2, Number 2)",Volume 2,University of Notre Dame Archives,,1923-09-25,1923,http://archives.nd.edu/Daily/ND_Daily_1923-09-25_V2-002.pdf,ND_Daily_1923-09-25_V2-002,Newspaper,Daily,application/pdf
ND_Daily_1923-09-27_V2-003,http://archives.nd.edu/Daily/ND_Daily_1923-09-27_V2-003.pdf,"Notre Dame Daily 1923-09-27 (Volume 2, Number 3)",Volume 2,University of Notre Dame Archives,,1923-09-27,1923,http://archives.nd.edu/Daily/ND_Daily_1923-09-27_V2-003.pdf,ND_Daily_1923-09-27_V2-003,Newspaper,Daily,application/pdf
ND_Daily_1923-09-29_V2-004,http://archives.nd.edu/Daily/ND_Daily_1923-09-29_V2-004.pdf,"Notre Dame Daily 1923-09-29 (Volume 2, Number 4)",Volume 2,University of Notre Dame Archives,,1923-09-29,1923,http://archives.nd.edu/Daily/ND_Daily_1923-09-29_V2-004.pdf,ND_Daily_1923-09-29_V2-004,Newspaper,Daily,application/pdf
ND_Daily_1923-09-30_V2-005,http://archives.nd.edu/Daily/ND_Daily_1923-09-30_V2-005.pdf,"Notre Dame Daily 1923-09-30 (Volume 2, Number 5)",Volume 2,University of Notre Dame Archives,,1923-09-30,1923,http://archives.nd.edu/Daily/ND_Daily_1923-09-30_V2-005.pdf,ND_Daily_1923-09-30_V2-005,Newspaper,Daily,application/pdf
ND_Daily_1923-10-02_V2-006,http://archives.nd.edu/Daily/ND_Daily_1923-10-02_V2-006.pdf,"Notre Dame Daily 1923-10-02 (Volume 2, Number 6)",Volume 2,University of Notre Dame Archives,,1923-10-02,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-02_V2-006.pdf,ND_Daily_1923-10-02_V2-006,Newspaper,Daily,application/pdf
ND_Daily_1923-10-04_V2-007,http://archives.nd.edu/Daily/ND_Daily_1923-10-04_V2-007.pdf,"Notre Dame Daily 1923-10-04 (Volume 2, Number 7)",Volume 2,University of Notre Dame Archives,,1923-10-04,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-04_V2-007.pdf,ND_Daily_1923-10-04_V2-007,Newspaper,Daily,application/pdf
ND_Daily_1923-10-06_V2-008,http://archives.nd.edu/Daily/ND_Daily_1923-10-06_V2-008.pdf,"Notre Dame Daily 1923-10-06 (Volume 2, Number 8)",Volume 2,University of Notre Dame Archives,,1923-10-06,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-06_V2-008.pdf,ND_Daily_1923-10-06_V2-008,Newspaper,Daily,application/pdf
ND_Daily_1923-10-07_V2-009,http://archives.nd.edu/Daily/ND_Daily_1923-10-07_V2-009.pdf,"Notre Dame Daily 1923-10-07 (Volume 2, Number 9)",Volume 2,University of Notre Dame Archives,,1923-10-07,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-07_V2-009.pdf,ND_Daily_1923-10-07_V2-009,Newspaper,Daily,application/pdf
ND_Daily_1923-10-09_V2-010,http://archives.nd.edu/Daily/ND_Daily_1923-10-09_V2-010.pdf,"Notre Dame Daily 1923-10-09 (Volume 2, Number 10)",Volume 2,University of Notre Dame Archives,,1923-10-09,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-09_V2-010.pdf,ND_Daily_1923-10-09_V2-010,Newspaper,Daily,application/pdf
ND_Daily_1923-10-11_V2-011,http://archives.nd.edu/Daily/ND_Daily_1923-10-11_V2-011.pdf,"Notre Dame Daily 1923-10-11 (Volume 2, Number 11)",Volume 2,University of Notre Dame Archives,,1923-10-11,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-11_V2-011.pdf,ND_Daily_1923-10-11_V2-011,Newspaper,Daily,application/pdf
ND_Daily_1923-10-13_V2-012,http://archives.nd.edu/Daily/ND_Daily_1923-10-13_V2-012.pdf,"Notre Dame Daily 1923-10-13 (Volume 2, Number 12)",Volume 2,University of Notre Dame Archives,,1923-10-13,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-13_V2-012.pdf,ND_Daily_1923-10-13_V2-012,Newspaper,Daily,application/pdf
ND_Daily_1923-10-14_V2-013,http://archives.nd.edu/Daily/ND_Daily_1923-10-14_V2-013.pdf,"Notre Dame Daily 1923-10-14 (Volume 2, Number 13)",Volume 2,University of Notre Dame Archives,,1923-10-14,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-14_V2-013.pdf,ND_Daily_1923-10-14_V2-013,Newspaper,Daily,application/pdf
ND_Daily_1923-10-16_V2-014,http://archives.nd.edu/Daily/ND_Daily_1923-10-16_V2-014.pdf,"Notre Dame Daily 1923-10-16 (Volume 2, Number 14)",Volume 2,University of Notre Dame Archives,,1923-10-16,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-16_V2-014.pdf,ND_Daily_1923-10-16_V2-014,Newspaper,Daily,application/pdf
ND_Daily_1923-10-18_V2-015,http://archives.nd.edu/Daily/ND_Daily_1923-10-18_V2-015.pdf,"Notre Dame Daily 1923-10-18 (Volume 2, Number 15)",Volume 2,University of Notre Dame Archives,,1923-10-18,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-18_V2-015.pdf,ND_Daily_1923-10-18_V2-015,Newspaper,Daily,application/pdf
ND_Daily_1923-10-20_V2-016,http://archives.nd.edu/Daily/ND_Daily_1923-10-20_V2-016.pdf,"Notre Dame Daily 1923-10-20 (Volume 2, Number 16)",Volume 2,University of Notre Dame Archives,,1923-10-20,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-20_V2-016.pdf,ND_Daily_1923-10-20_V2-016,Newspaper,Daily,application/pdf
ND_Daily_1923-10-21_V2-017,http://archives.nd.edu/Daily/ND_Daily_1923-10-21_V2-017.pdf,"Notre Dame Daily 1923-10-21 (Volume 2, Number 17)",Volume 2,University of Notre Dame Archives,,1923-10-21,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-21_V2-017.pdf,ND_Daily_1923-10-21_V2-017,Newspaper,Daily,application/pdf
ND_Daily_1923-10-23_V2-018,http://archives.nd.edu/Daily/ND_Daily_1923-10-23_V2-018.pdf,"Notre Dame Daily 1923-10-23 (Volume 2, Number 18)",Volume 2,University of Notre Dame Archives,,1923-10-23,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-23_V2-018.pdf,ND_Daily_1923-10-23_V2-018,Newspaper,Daily,application/pdf
ND_Daily_1923-10-25_V2-019,http://archives.nd.edu/Daily/ND_Daily_1923-10-25_V2-019.pdf,"Notre Dame Daily 1923-10-25 (Volume 2, Number 19)",Volume 2,University of Notre Dame Archives,,1923-10-25,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-25_V2-019.pdf,ND_Daily_1923-10-25_V2-019,Newspaper,Daily,application/pdf
ND_Daily_1923-10-27_V2-020,http://archives.nd.edu/Daily/ND_Daily_1923-10-27_V2-020.pdf,"Notre Dame Daily 1923-10-27 (Volume 2, Number 20)",Volume 2,University of Notre Dame Archives,,1923-10-27,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-27_V2-020.pdf,ND_Daily_1923-10-27_V2-020,Newspaper,Daily,application/pdf
ND_Daily_1923-10-28_V2-021,http://archives.nd.edu/Daily/ND_Daily_1923-10-28_V2-021.pdf,"Notre Dame Daily 1923-10-28 (Volume 2, Number 21)",Volume 2,University of Notre Dame Archives,,1923-10-28,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-28_V2-021.pdf,ND_Daily_1923-10-28_V2-021,Newspaper,Daily,application/pdf
ND_Daily_1923-10-30_V2-022,http://archives.nd.edu/Daily/ND_Daily_1923-10-30_V2-022.pdf,"Notre Dame Daily 1923-10-30 (Volume 2, Number 22)",Volume 2,University of Notre Dame Archives,,1923-10-30,1923,http://archives.nd.edu/Daily/ND_Daily_1923-10-30_V2-022.pdf,ND_Daily_1923-10-30_V2-022,Newspaper,Daily,application/pdf
ND_Daily_1923-11-01_V2-023,http://archives.nd.edu/Daily/ND_Daily_1923-11-01_V2-023.pdf,"Notre Dame Daily 1923-11-01 (Volume 2, Number 23)",Volume 2,University of Notre Dame Archives,,1923-11-01,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-01_V2-023.pdf,ND_Daily_1923-11-01_V2-023,Newspaper,Daily,application/pdf
ND_Daily_1923-11-03_V2-024,http://archives.nd.edu/Daily/ND_Daily_1923-11-03_V2-024.pdf,"Notre Dame Daily 1923-11-03 (Volume 2, Number 24)",Volume 2,University of Notre Dame Archives,,1923-11-03,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-03_V2-024.pdf,ND_Daily_1923-11-03_V2-024,Newspaper,Daily,application/pdf
ND_Daily_1923-11-04_V2-025,http://archives.nd.edu/Daily/ND_Daily_1923-11-04_V2-025.pdf,"Notre Dame Daily 1923-11-04 (Volume 2, Number 25)",Volume 2,University of Notre Dame Archives,,1923-11-04,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-04_V2-025.pdf,ND_Daily_1923-11-04_V2-025,Newspaper,Daily,application/pdf
ND_Daily_1923-11-06_V2-026,http://archives.nd.edu/Daily/ND_Daily_1923-11-06_V2-026.pdf,"Notre Dame Daily 1923-11-06 (Volume 2, Number 26)",Volume 2,University of Notre Dame Archives,,1923-11-06,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-06_V2-026.pdf,ND_Daily_1923-11-06_V2-026,Newspaper,Daily,application/pdf
ND_Daily_1923-11-08_V2-027,http://archives.nd.edu/Daily/ND_Daily_1923-11-08_V2-027.pdf,"Notre Dame Daily 1923-11-08 (Volume 2, Number 27)",Volume 2,University of Notre Dame Archives,,1923-11-08,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-08_V2-027.pdf,ND_Daily_1923-11-08_V2-027,Newspaper,Daily,application/pdf
ND_Daily_1923-11-10_V2-028,http://archives.nd.edu/Daily/ND_Daily_1923-11-10_V2-028.pdf,"Notre Dame Daily 1923-11-10 (Volume 2, Number 28)",Volume 2,University of Notre Dame Archives,,1923-11-10,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-10_V2-028.pdf,ND_Daily_1923-11-10_V2-028,Newspaper,Daily,application/pdf
ND_Daily_1923-11-11_V2-029,http://archives.nd.edu/Daily/ND_Daily_1923-11-11_V2-029.pdf,"Notre Dame Daily 1923-11-11 (Volume 2, Number 29)",Volume 2,University of Notre Dame Archives,,1923-11-11,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-11_V2-029.pdf,ND_Daily_1923-11-11_V2-029,Newspaper,Daily,application/pdf
ND_Daily_1923-11-13_V2-030,http://archives.nd.edu/Daily/ND_Daily_1923-11-13_V2-030.pdf,"Notre Dame Daily 1923-11-13 (Volume 2, Number 30)",Volume 2,University of Notre Dame Archives,,1923-11-13,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-13_V2-030.pdf,ND_Daily_1923-11-13_V2-030,Newspaper,Daily,application/pdf
ND_Daily_1923-11-15_V2-031,http://archives.nd.edu/Daily/ND_Daily_1923-11-15_V2-031.pdf,"Notre Dame Daily 1923-11-15 (Volume 2, Number 31)",Volume 2,University of Notre Dame Archives,,1923-11-15,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-15_V2-031.pdf,ND_Daily_1923-11-15_V2-031,Newspaper,Daily,application/pdf
ND_Daily_1923-11-17_V2-032,http://archives.nd.edu/Daily/ND_Daily_1923-11-17_V2-032.pdf,"Notre Dame Daily 1923-11-17 (Volume 2, Number 32)",Volume 2,University of Notre Dame Archives,,1923-11-17,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-17_V2-032.pdf,ND_Daily_1923-11-17_V2-032,Newspaper,Daily,application/pdf
ND_Daily_1923-11-18_V2-033,http://archives.nd.edu/Daily/ND_Daily_1923-11-18_V2-033.pdf,"Notre Dame Daily 1923-11-18 (Volume 2, Number 33)",Volume 2,University of Notre Dame Archives,,1923-11-18,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-18_V2-033.pdf,ND_Daily_1923-11-18_V2-033,Newspaper,Daily,application/pdf
ND_Daily_1923-11-20_V2-034,http://archives.nd.edu/Daily/ND_Daily_1923-11-20_V2-034.pdf,"Notre Dame Daily 1923-11-20 (Volume 2, Number 34)",Volume 2,University of Notre Dame Archives,,1923-11-20,1923,http://archives.nd.edu/Daily/ND_Daily_1923-11-20_V2-034.pdf,ND_Daily_1923-11-20_V2-034,Newspaper,Daily,application/pdf
